reputation,up_votes,down_votes,num_badges,contributing_score,EFF_CLASS_NUM
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,-1.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,2,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
1,0,0,1,0.0,-1
431,202,2,25,0.96,1
305,66,0,11,1.92,1
170,31,0,6,0.53,1
146,5,0,9,1.11,1
1077,62,0,17,8.31,1
357,50,1,17,1.13,1
128,12,0,12,1.05,1
32,0,0,13,0.17,1
131,5,0,9,1.75,-1
34,4,0,5,0.21,1
353,7,0,21,3.67,1
193,18,2,12,0.63,1
44,7,0,9,0.15,1
490,474,0,24,1.12,-1
571,6,0,10,9.63,-1
3531,52,2,32,0.53,-1
15,1,0,7,0.13,1
181,3,0,9,1.12,1
3310,257,8,21,0.82,-1
3483,1243,30,54,1.07,1
39,9,0,12,0.07,1
38,31,0,8,0.2,0
176,0,0,7,8.75,-1
424,120,10,14,0.49,-1
23,0,0,11,0.22,1
406,30,1,29,0.86,1
2873,94,17,37,2.71,1
244,5,0,8,1.22,-1
125,24,2,11,0.39,1
74,15,0,11,0.52,1
920,53,1,22,1.62,1
84,0,0,4,2.5,-1
4587,168,0,30,0.86,1
89,7,0,20,0.5,1
644,41,0,49,1.46,1
90,7,0,7,0.44,1
106,7,0,20,0.3,1
59,16,0,9,0.14,0
57,8,0,10,0.12,1
45,10,0,11,-0.04,1
118,0,0,7,0.33,1
452,43,13,33,0.78,1
305,7,0,13,0.97,1
1079,7,2,14,0.62,-1
83,23,0,10,0.07,1
109,0,0,10,0.71,1
190,23,0,26,0.17,1
83,33,0,7,0.11,1
1239,78,9,106,0.51,1
56,61,0,14,-0.15,1
53,0,0,9,1.0,1
50,5,0,9,0.13,1
814,776,393,54,1.78,-1
99,3,0,10,0.84,0
384,46,21,12,1.0,-1
178,11,0,16,0.85,1
27,0,0,3,0.36,1
457,14,0,26,1.69,1
455,11,0,28,1.55,1
66,0,0,2,1.17,-1
2766,1216,1,46,16.3,1
447,65,4,13,1.54,1
908,0,0,35,10.81,1
225,12,0,14,0.38,1
151,10,1,14,0.56,1
6051,754,16,45,0.33,-1
96,15,0,9,0.2,1
94,0,0,6,6.5,-1
1488,24,0,22,6.14,1
204,45,4,13,0.71,1
27,0,0,6,0.09,1
853,199,6,47,1.28,1
2165,771,6,44,1.69,-1
50,0,0,20,0.28,1
101,2,0,19,0.51,1
392,79,9,10,1.94,-1
185,0,1,28,0.45,-1
53,2,0,7,0.62,1
140,0,0,20,0.88,-1
164,29,0,11,0.24,1
71,108,0,6,1.29,1
87,9,0,8,0.17,-1
84,1,0,5,1.08,1
5751,660,31,291,1.44,1
590,41,1,25,1.32,1
149,7,0,5,1.18,-1
28,16,0,7,-0.09,1
9516,2754,426,114,3.72,-1
1054,72,2,16,2.34,-1
6611,114,8,118,4.21,1
17,9,0,5,0.0,-1
322,151,2,25,0.51,0
24,0,0,6,0.12,-1
123,1,0,8,3.33,1
989,125,33,34,0.35,1
43,0,0,7,-0.13,1
942,3146,5,48,1.06,1
25448,1330,534,55,0.49,1
3141,317,20,53,0.92,1
551,4,0,10,21.0,-1
33,9,0,8,0.14,-1
150,2,1,10,0.17,-1
470,3,0,14,11.43,1
917,196,22,21,1.73,-1
161,2,0,8,2.0,1
185,487,1,12,0.52,-1
50,5,0,9,0.16,1
85,18,0,8,0.16,1
36,16,0,4,1.25,-1
915,280,6,100,0.47,0
564,268,0,21,1.41,-1
295,20,0,12,0.46,-1
321,13,0,6,3.67,-1
1256,59,0,19,2.0,-1
144,13,0,7,0.45,-1
97,19,0,12,0.64,-1
73,9,0,5,1.22,1
3126,120,117,39,0.55,1
63,0,0,2,0.4,-1
138,4,0,11,1.71,1
375,194,3,28,0.37,0
91,2,0,8,0.63,-1
197,40,3,18,0.81,1
821,65,14,24,0.32,1
606616,29471,3067,2002,2.6,-1
1290,51,0,40,3.86,1
321,21,3,24,2.48,-1
1324,299,6,31,0.99,1
340,1,0,15,1.14,-1
483,43,3,28,1.22,-1
1672,36,10,101,1.35,1
63,2,0,9,1.71,1
509,107,1,24,0.43,1
494,387,10,20,1.84,1
154,5,0,5,0.35,-1
29,20,0,12,-0.01,1
375,10,0,12,1.24,-1
551,18,0,9,9.25,-1
167,86,0,12,0.33,1
335,24,1,24,1.19,1
723,309,16,29,1.24,1
46,0,0,19,0.15,1
36,1,0,2,0.7,-1
182,13,0,23,0.55,-1
232,2,0,15,6.5,1
145,21,4,18,0.28,1
53,0,0,7,0.28,0
87,5,0,10,0.34,1
120,1,0,13,0.2,1
36,1,0,9,0.71,-1
68,4,0,15,0.4,1
152,0,0,15,1.63,1
42,0,0,12,-0.15,1
102,4,0,9,0.44,1
127,2,0,8,0.82,-1
851,81,1,24,1.03,1
313,357,0,13,0.49,1
32,14,0,9,0.27,1
27,5,0,3,0.12,-1
3568,746,146,52,0.86,1
149,27,2,11,0.4,1
511,27,0,22,1.98,1
114,4,0,14,0.2,1
9,0,0,5,-0.11,-1
113,1,0,12,0.35,1
385,9,3,6,0.1,-1
130,3,0,13,0.52,1
112,2,0,9,0.29,1
23,4,0,11,0.0,1
1271,453,4,33,1.18,1
473,5,0,12,2.32,1
161,8,1,18,0.53,1
27,12,0,9,0.0,-1
89,18,0,17,0.13,1
3358,164,15,56,2.43,-1
76,0,0,4,2.5,-1
1050,73,18,51,0.85,-1
389,247,1,20,1.45,-1
25,0,0,11,0.07,1
41,1,0,2,1.0,-1
7,6,0,8,0.33,-1
81,0,0,1,0.0,-1
42,11,0,5,0.06,1
65,0,0,8,0.45,1
61,7,0,5,0.44,-1
881,156,30,29,0.54,1
1526,167,20,101,0.72,0
23,0,0,4,0.0,0
311,4,0,5,3.13,-1
127,17,2,15,0.26,1
66,20,0,9,0.39,1
23,2,0,6,0.1,1
1099,115,2,33,0.92,1
4902,66,1,37,45.83,1
680,36,3,33,0.54,-1
171,54,0,8,1.11,-1
5392,33,6,33,2.27,-1
73,4,0,14,0.44,1
61,15,0,5,1.25,-1
543,3,0,11,14.67,-1
53,6,0,8,0.88,0
34,0,0,7,0.43,-1
89,30,0,9,0.02,1
72,1,0,11,0.27,1
19,3,0,6,-0.0,1
78,2,0,6,0.38,1
1091,20,10,16,2.54,-1
162,11,0,15,0.48,1
17,0,0,5,0.33,1
166,18,1,10,0.82,-1
35,0,0,1,0.2,-1
4122,416,9,45,2.33,-1
111,7,0,4,1.17,-1
348,3,7,7,0.58,-1
254,395,3,20,0.2,1
19,1,0,2,-0.25,-1
598,215,7,22,0.38,1
1746,166,1,28,1.59,1
370,18,0,25,0.92,-1
183,8,0,5,0.13,-1
197,8,1,9,2.08,-1
4648,135,4,32,8.27,1
9258,310,61,125,5.99,-1
141,24,0,8,0.68,-1
1681,3,0,13,2.02,-1
761,28,2,12,0.41,-1
452,6,0,18,2.39,1
28,61,0,10,0.44,1
1150,76,0,17,0.32,-1
341,0,0,31,0.73,0
15,1,0,5,0.0,1
753,50,3,33,1.21,1
710,656,3,15,1.35,1
869,411,0,25,2.26,-1
72,45,0,12,0.87,1
233,6,0,7,0.81,-1
345,38,3,21,1.53,0
38,13,0,10,0.04,1
314,34,0,13,0.39,-1
214,1,0,12,1.08,-1
665,33,0,16,0.76,1
1376,164,19,62,0.5,-1
1061,663,13,26,0.94,1
91,8,0,5,0.6,-1
159,24,0,3,1.29,-1
857,6,2,15,2.29,1
67,3,0,13,0.17,-1
9,0,0,7,0.1,-1
81,3,0,6,0.5,-1
1683,60,4,30,5.83,1
108,71,0,11,0.48,1
197,350,0,18,0.19,1
606,61,1,15,0.55,1
48,11,0,8,0.08,-1
7263,189,1,54,2.18,1
10573,190,45,59,4.62,1
2423,587,9,38,4.87,1
6983,4296,1665,91,0.87,1
5,8,0,7,-0.25,-1
133,40,0,11,0.41,1
56,15,0,3,1.17,-1
1966,166,3,71,1.32,1
327,70,0,19,2.94,1
764,1197,7,35,0.59,-1
1527,98,99,32,0.33,1
61,3,0,5,1.5,-1
43,14,0,14,0.35,1
73,17,0,12,0.09,1
300,169,3,10,1.23,-1
20198,292,2,87,1.87,1
476,1,2,12,0.92,1
36,0,0,10,0.37,-1
202,0,0,16,1.9,1
58,10,0,6,1.43,1
1667,98,41,37,1.39,-1
28,0,0,5,0.83,1
591,6,0,23,2.14,1
81,12,0,14,0.33,0
442,1227,75,33,0.78,1
183,6,0,13,1.0,1
317,2,2,10,0.41,-1
778,142,6,27,0.55,1
1963,23,2,17,0.49,-1
119,5,0,3,1.0,-1
379,55,0,14,1.3,-1
35,0,0,3,-0.08,-1
478,123,13,24,0.36,0
3169,97,2,35,4.61,-1
258,157,2,16,1.32,-1
191,8,1,7,0.57,1
108,29,0,11,0.64,1
40,4,0,7,0.33,1
121,1,0,9,1.56,-1
885,143,6,22,1.1,1
619,5,9,11,0.51,-1
26121,1329,107,54,0.35,1
591,117,2,36,0.83,1
236,15,6,14,1.8,0
254,32,1,10,1.18,-1
142,15,0,9,0.36,1
341,32,5,11,0.97,1
14418,4458,343,166,1.65,1
176,51,2,10,0.12,1
41,0,0,2,0.75,-1
802,21,0,14,4.87,-1
346,499,13,20,0.33,1
87,1,0,6,0.14,-1
25,0,0,4,0.21,1
29,7,0,4,0.5,-1
209,155,3,15,0.78,-1
443,58,0,25,1.39,1
6935,406,163,69,0.99,1
232,6,0,6,1.69,-1
66,4,0,4,1.29,-1
361,560,0,19,1.15,-1
100,26,0,9,0.12,1
935,231,1,21,0.82,-1
490,53,13,49,0.57,1
862,22,0,22,0.4,-1
503,44,11,30,0.48,-1
2258,1902,62,47,2.5,-1
528,10,0,7,2.67,-1
1028,92,29,23,0.89,1
195,7,0,6,0.85,-1
474,55,1,23,0.73,-1
603,100,21,32,0.59,1
127,16,0,3,0.43,-1
146,57,0,9,0.68,1
461,48,6,18,1.03,1
494,51,1,55,0.75,-1
158,16,0,13,0.9,-1
356,10,1,6,3.08,-1
7629,313,10,64,3.72,1
79,14,0,8,0.15,1
577,13,9,17,8.67,1
19,4,0,4,0.0,1
481,19,5,19,1.03,1
189,64,0,9,0.32,1
706,11,0,15,9.33,1
10,0,0,5,0.1,1
1728,3218,1745,49,0.43,-1
1662,285,13,57,1.26,1
4,0,0,4,0.05,-1
321,14,0,10,1.83,-1
235,30,7,19,1.16,-1
2285,539,4,59,2.31,1
1886,24,6,26,1.04,-1
680,7,1,24,1.39,1
97601,1750,643,724,3.08,-1
386,29,0,5,0.93,-1
367,40,6,14,0.22,-1
38,0,0,8,1.5,1
1298,481,5,96,1.18,0
469,88,43,17,0.34,-1
590,120,1,33,1.16,-1
571,165,0,27,0.83,1
159,11,0,9,1.27,1
506,16,1,15,0.6,-1
54,0,0,7,0.62,-1
74,32,0,13,0.0,-1
33,4,0,4,0.75,1
159,178,7,13,0.2,1
175,3,1,6,0.41,-1
95,31,0,16,0.3,1
491,72,0,15,0.96,1
116,13,0,7,0.94,-1
490,65,0,40,0.41,1
36,12,0,10,0.07,1
109,44,0,13,0.07,1
871,3,0,13,3.52,1
116,0,0,13,1.44,-1
34,6,0,11,-0.0,1
856,43,0,27,4.86,0
109,5,0,7,0.36,-1
4,0,0,6,-0.12,-1
161,102,0,15,1.23,-1
70,6,0,8,0.47,1
870,191,2,15,3.4,-1
389,1,0,8,1.2,-1
19,0,0,10,-0.43,1
95,620,0,15,0.48,1
329,100,0,25,0.62,-1
609,96,6,19,1.26,-1
527,11,0,8,0.47,-1
63,0,0,8,0.53,-1
2512,46,3,41,2.13,-1
2003,651,4,27,0.69,1
194,162,1,9,0.2,-1
789,6,0,18,0.66,-1
1329,696,56,47,0.37,1
2583,13,1,33,43.75,1
973,114,2,28,3.53,1
962,451,5,47,0.95,-1
167,988,4,16,0.43,1
106,8,0,6,1.0,-1
23,0,0,6,1.0,-1
63,11,0,5,0.29,1
112,34,0,11,0.28,1
312,4,0,19,1.5,1
37,0,0,8,0.55,1
32,7,0,8,0.19,1
2050,789,7,88,1.27,0
702,585,101,22,0.75,1
10,0,0,4,-0.17,1
50,62,0,9,0.18,0
381,73,0,11,0.7,1
201,25,0,19,0.96,1
101,3,0,2,1.11,-1
54,0,0,5,0.43,-1
96,33,0,11,0.5,1
60,18,1,11,0.73,1
669,123,5,52,2.41,-1
1628,79,19,88,1.14,0
433,45,5,13,0.36,1
36,1,0,8,0.36,1
81,17,0,9,0.76,-1
521,222,3,19,1.03,1
65,3,0,14,0.5,1
114,0,0,6,1.67,-1
677,63,5,28,0.3,1
653,49,5,25,1.25,-1
951,6,0,16,10.33,-1
44,10,0,8,-0.04,1
590,8,12,13,0.47,0
550,14,3,24,0.91,1
502,42,0,11,0.14,1
67,6,0,13,0.33,1
110,12,0,16,0.33,1
2903,1009,19,58,2.79,1
86,4,0,4,0.88,-1
142,3,0,5,0.17,-1
56,0,0,6,0.52,-1
505,40,2,14,0.77,-1
320,0,0,31,0.57,-1
57,0,0,4,1.75,-1
166,4,2,8,0.95,-1
113,43,0,9,0.36,1
2921,6,0,21,28.0,1
121,54,0,9,0.29,1
93,5,0,10,0.03,1
1030,130,10,23,0.93,1
55,19,0,11,0.09,1
370,146,10,14,0.42,1
24,7,0,4,0.44,-1
827,27,0,22,8.63,-1
760,16,0,20,3.63,1
348,7,1,12,0.26,1
85,4,0,10,0.84,1
260,19,1,9,0.25,1
186,89,2,11,0.64,-1
439,4,1,9,0.66,-1
92,11,0,7,0.19,-1
61,0,0,2,0.3,-1
178,16,0,12,1.29,1
94,18,0,10,0.46,1
46,30,0,7,-0.17,1
166,10,1,7,0.25,1
810,199,8,37,0.62,-1
5,1,0,5,-0.14,1
167,20,0,21,0.87,1
10,0,0,6,0.09,1
79,5,0,10,0.58,1
53,21,0,13,0.07,1
50,42,0,6,0.43,-1
3818,355,175,113,3.39,-1
15,0,0,6,0.04,1
2043,61,3,23,2.34,-1
809,237,12,29,0.32,1
1548,126,17,35,0.6,1
127,19,0,10,0.23,1
120,35,0,9,0.59,-1
55,5,0,10,0.1,1
70,2,0,14,0.7,1
525,41,0,14,12.11,0
2568,236,22,88,2.69,1
4354,976,4,95,1.49,0
943,61,1,36,1.08,1
197,12,0,6,0.53,1
157,4,0,22,0.73,1
244,27,0,10,0.79,-1
32,412,0,18,0.02,1
626,55,0,15,7.0,-1
402,10,0,21,1.03,1
8062,170,43,33,9.74,-1
150,18,1,6,0.67,-1
911,50,15,35,0.25,1
14,0,0,6,0.03,-1
56,25,0,4,0.5,-1
50,0,0,12,0.29,-1
40,0,0,8,0.13,1
34,3,0,7,0.3,1
515,22,13,17,0.69,1
32507,1949,27,129,1.75,-1
12540,1378,1221,154,1.6,1
25,1,0,6,0.07,-1
830,35,8,21,0.58,-1
334,6,0,35,0.79,1
182,0,0,14,0.59,1
46,0,0,8,1.0,-1
1900,23,0,25,1.51,1
420,14,1,8,2.6,-1
298,16,0,11,2.24,-1
166,62,9,19,0.29,-1
517,29,92,29,0.35,-1
123,4,0,6,0.94,1
39,3,0,8,0.13,1
22,3,0,7,0.09,1
395,61,3,29,0.5,1
1297,961,2,21,7.12,-1
28,0,0,6,0.19,1
613,44,0,27,1.28,-1
113,13,0,21,0.23,-1
299,38,2,17,2.25,1
15,20,0,8,0.11,1
39,0,0,11,0.14,1
446,512,34,14,1.0,1
497,132,4,33,0.76,0
118,5,0,11,0.9,0
116,34,0,12,0.33,1
131,13,0,13,0.31,1
9,0,0,1,-1.75,-1
63,17,0,16,0.14,1
486,24,2,15,0.77,1
413,222,0,22,0.4,1
66,8,0,14,0.19,1
1257,161,77,25,0.38,1
796,252,5,21,0.51,0
2226,198,19,44,0.72,0
1365,29,4,29,3.18,-1
9,0,0,6,0.0,-1
53,4,0,5,1.83,1
49,0,0,5,0.21,-1
14,0,0,8,0.0,1
36,9,0,10,0.25,1
494,126,1,11,1.89,-1
14,0,0,2,-0.09,-1
428,17,1,11,0.72,-1
124,1,0,12,1.0,1
2529,203,23,77,1.17,0
5241,206,47,66,1.11,-1
52,5,0,7,0.24,1
80,5,0,7,1.5,-1
9,7,0,9,-0.69,1
320,15,4,16,0.18,1
37576,2972,8022,224,0.56,-1
112,1,0,9,0.72,1
108,3,0,5,0.35,1
182,33,0,10,0.27,1
7,0,0,4,0.0,-1
181,12,0,5,3.0,-1
23,9,0,8,0.07,1
11971,1148,26,113,9.5,1
198,18,1,18,0.85,1
162,20,0,17,1.08,1
123,5,0,5,1.83,1
38,2,0,8,0.1,-1
1199,1377,3,65,1.51,-1
86,302,0,10,0.44,1
133,22,0,12,0.41,1
98,20,0,11,0.11,1
270,37,9,11,0.09,1
493,24,4,17,1.83,1
125,3,0,10,1.14,1
107,25,0,11,0.74,1
56,2,0,6,0.34,1
33,0,0,4,0.14,1
4801,211,9,36,2.25,-1
3275,46,39,42,0.74,0
77,2,0,9,0.18,1
1137,666,10,52,0.73,1
24,1,0,6,0.1,1
57,58,0,8,0.28,1
142,4,4,8,0.46,-1
101,4,0,12,0.9,1
51,0,0,10,0.77,-1
114,52,0,6,-0.53,1
528,138,5,40,2.25,1
3533,22,2,51,19.94,1
131,9,1,10,1.33,1
17275,1068,222,132,0.81,-1
41,13,0,6,0.23,1
108,25,0,7,1.71,1
304,31,0,13,0.47,1
246,1,0,7,4.0,-1
1051,12,2,15,5.84,-1
63,4,0,7,-0.04,-1
1092,42,20,18,20.5,-1
7819,2113,389,87,0.67,0
84,27,0,14,0.01,1
351,163,5,21,2.11,1
908,21,0,26,0.52,1
464,76,4,13,0.64,-1
9914,588,63,96,5.57,1
10103,1689,28,89,4.17,1
1298,216,7,37,2.96,1
97,13,0,15,0.35,1
1439,6,5,25,2.63,1
15,0,0,4,0.08,1
606,63,7,34,0.17,1
2496,19,0,32,0.76,1
4,0,0,4,0.0,-1
943,556,9,33,0.76,-1
27,0,0,4,0.14,1
1373,293,115,27,0.28,1
101,5,0,5,2.43,-1
514,614,0,34,1.32,0
5,0,0,7,-0.32,1
107,16,0,8,0.21,1
131,142,1,17,0.47,1
157,35,0,15,0.3,1
81,12,0,5,0.41,-1
329,21,13,10,2.14,1
61,4,0,10,0.2,1
29,35,0,15,0.06,1
115,0,0,6,1.54,-1
1389,300,8,31,3.67,-1
602,109,0,12,3.19,1
57,46,0,11,0.35,1
1828,29,5,43,19.67,-1
351,20,0,5,1.05,-1
790,53,5,15,2.44,1
217,5,0,10,1.94,-1
28,1,0,4,0.0,1
47,4,0,3,0.6,-1
116,20,0,7,0.39,1
637,18,2,18,1.11,-1
1210,2,0,16,5.48,1
193,6,0,9,0.62,1
806,130,24,28,0.53,1
924,8,1,17,6.82,-1
446,12,5,9,3.69,-1
73,1,0,11,0.88,1
41,1,0,6,0.17,-1
86,25,0,4,6.14,-1
94,172,0,11,0.39,1
164,16,0,18,0.42,1
726,324,42,40,0.3,1
80,28,0,11,0.06,1
54,0,0,6,0.63,0
648,24,2,18,0.73,-1
1887,90,8,21,0.37,1
73,9,0,9,0.58,-1
782,49,5,16,3.31,-1
56,10,0,5,0.75,-1
87,278,0,14,2.17,1
50,0,0,7,0.5,1
1122,47,2,38,4.73,-1
115,261,0,4,0.33,1
147,2,0,4,2.33,-1
339,10,0,22,1.07,1
81,149,0,14,0.69,1
84,14,0,12,0.26,-1
1010,151,2,38,1.4,1
184,5,0,4,0.48,-1
179,13,6,8,0.18,-1
23,3,0,8,0.04,1
335,4,0,14,2.69,1
75,22,0,8,0.24,1
139,32,0,12,0.17,1
644,28,1,29,0.72,1
1442,239,19,24,0.4,1
332,274,0,20,0.41,1
326,18,2,21,0.18,1
125,39,0,9,0.0,1
7346,1034,85,90,1.36,1
1171,1,0,13,23.6,-1
178,23,0,15,0.96,1
19,0,0,4,0.75,-1
568,255,2,36,0.54,1
23,1,0,6,0.27,1
125,4,0,6,1.45,1
375,18,1,9,0.34,-1
17,1,0,10,0.0,1
24,0,0,2,0.44,-1
2999,135,13,58,1.22,-1
182,107,2,15,0.63,1
771,0,0,7,18.5,-1
60,21,0,9,0.03,1
321,18,0,20,0.76,1
583,97,22,15,0.42,-1
97,29,0,7,0.25,1
33,1,0,4,0.75,1
496,16,0,26,1.0,-1
58,18,0,12,0.1,1
188,106,0,12,0.45,-1
49,5,0,8,0.05,1
48,0,0,7,0.42,1
34,5,0,5,0.11,1
33,0,0,9,0.38,1
534,0,0,12,25.25,1
53,31,0,8,0.42,1
64,2,0,5,0.43,-1
2320,19,1,41,1.31,1
925,77,16,38,0.99,1
148,80,0,10,0.79,1
468,73,1,11,4.06,-1
202,8,0,35,0.59,1
407,0,0,48,0.69,1
800,38,5,47,0.61,-1
840,559,29,33,0.33,1
2145,250,0,36,2.07,1
1080,491,0,58,1.06,1
1493,454,0,54,1.46,1
221,0,0,8,0.81,-1
1239,129,58,38,7.09,1
707,516,7,26,1.76,1
116,110,0,4,0.33,-1
310,1,0,13,0.62,1
2633,45,1,115,2.02,1
354,11,0,19,0.33,-1
4445,551,7,89,2.76,1
1088,22,0,17,7.79,0
34,2,0,6,-0.12,1
28,0,0,6,0.06,1
87,12,0,16,0.35,1
46,0,0,11,0.4,1
37,12,0,9,0.35,1
137,23,0,10,0.84,1
34,0,0,8,0.1,1
9,0,0,5,0.2,-1
1859,0,0,13,42.75,-1
1352,64,10,33,6.9,-1
43,1,0,12,0.21,1
545,88,3,35,0.8,1
9822,673,100,174,0.76,1
1141,600,3,30,1.17,1
935,124,18,34,0.31,1
98,11,0,12,0.33,1
48,19,0,6,0.28,1
58,19,0,11,0.23,1
38,8,0,6,0.44,1
56,5,0,9,1.86,-1
379,10,0,26,0.72,-1
305,574,1,20,0.45,1
114,30,0,13,0.5,1
569,28,0,6,0.35,-1
101,16,0,10,0.5,1
133,6,0,10,0.91,1
114,57,0,6,0.9,-1
85,220,0,9,0.96,-1
